"experiment"	"construct batch"	"gene"	"clone_id"	"cloneid"	"left_arm_length"	"right_arm_length"
"PbSTM21"	"barseq_0013"	"PBANKA_111200"	22535	"PbGEM-041727"	5726	1335
"PbSTM21"	"barseq_0013"	"PBANKA_111510"	21829	"PbGEM-121266"	3128	1397
"PbSTM21"	"barseq_0013"	"PBANKA_111530"	21839	"PbGEM-121282"	5408	2905
"PbSTM21"	"barseq_0013"	"PBANKA_112040"	22414	"PbGEM-099323"	1270	3006
"PbSTM21"	"barseq_0013"	"PBANKA_112710"	21835	"PbGEM-043881"	2125	4288
"PbSTM21"	"barseq_0013"	"PBANKA_112980"	22361	"PbGEM-044263"	3191	3503
"PbSTM21"	"barseq_0013"	"PBANKA_113780"	22346	"PbGEM-100665"	2058	4802
"PbSTM21"	"barseq_0013"	"PBANKA_113980"	22086	"PbGEM-045681"	1153	2109
"PbSTM21"	"barseq_0013"	"PBANKA_114200"	21908	"PbGEM-045928"	753	6493
"PbSTM21"	"barseq_0013"	"PBANKA_114470"	22386	"PbGEM-046313"	2429	771
"PbSTM21"	"barseq_0013"	"PBANKA_121260"	22081	"PbGEM-102303"	3330	835
"PbSTM21"	"barseq_0013"	"PBANKA_121880"	21842	"PbGEM-049059"	401	2483
"PbSTM21"	"barseq_0013"	"PBANKA_121950"	21844	"PbGEM-049171"	2534	1039
"PbSTM21"	"barseq_0013"	"PBANKA_122540"	22493	"PbGEM-050063"	829	6767
"PbSTM21"	"barseq_0013"	"PBANKA_122550"	21916	"PbGEM-050079"	1572	7698
"PbSTM21"	"barseq_0013"	"PBANKA_122560"	21822	"PbGEM-121250"	5229	4225
"PbSTM21"	"barseq_0013"	"PBANKA_122990"	21905	"PbGEM-050692"	4772	1959
"PbSTM21"	"barseq_0013"	"PBANKA_123730"	22417	"PbGEM-103704"	3814	1271
"PbSTM21"	"barseq_0013"	"PBANKA_124060"	22407	"PbGEM-103910"	1526	3809
"PbSTM21"	"barseq_0013"	"PBANKA_124120"	22479	"PbGEM-052197"	5283	2095
"PbSTM21"	"barseq_0013"	"PBANKA_124220"	22514	"PbGEM-103970"	643	5274
"PbSTM21"	"barseq_0013"	"PBANKA_124370"	22480	"PbGEM-052527"	5639	888
"PbSTM21"	"barseq_0013"	"PBANKA_130470"	21855	"PbGEM-121314"	1896	5949
"PbSTM21"	"barseq_0013"	"PBANKA_131140"	21893	"PbGEM-054729"	1367	5904
"PbSTM21"	"barseq_0013"	"PBANKA_132880"	22481	"PbGEM-057053"	6267	1493
"PbSTM21"	"barseq_0013"	"PBANKA_133660"	22482	"PbGEM-058133"	1363	4049
"PbSTM21"	"barseq_0013"	"PBANKA_133890"	22406	"PbGEM-107133"	2615	1097
"PbSTM21"	"barseq_0013"	"PBANKA_134940"	22484	"PbGEM-059959"	2021	2664
"PbSTM21"	"barseq_0013"	"PBANKA_136030"	22316	"PbGEM-061533"	2218	3525
"PbSTM21"	"barseq_0013"	"PBANKA_136330"	22353	"PbGEM-108949"	3483	1177
"PbSTM21"	"barseq_0013"	"PBANKA_136440"	22420	"PbGEM-109041"	5712	1833
"PbSTM21"	"barseq_0013"	"PBANKA_136480"	21826	"PbGEM-062141"	1628	2823
"PbSTM21"	"barseq_0013"	"PBANKA_140500"	22382	"PbGEM-062978"	5116	634
"PbSTM21"	"barseq_0013"	"PBANKA_140820"	22293	"PbGEM-063455"	7733	1832
"PbSTM21"	"barseq_0013"	"PBANKA_142220"	21862	"PbGEM-065359"	2391	2511
"PbSTM21"	"barseq_0013"	"PBANKA_142380"	21840	"PbGEM-065573"	4548	1960
"PbSTM21"	"barseq_0013"	"PBANKA_142590"	22319	"PbGEM-065839"	757	5267
"PbSTM21"	"barseq_0013"	"PBANKA_142620"	22324	"PbGEM-110863"	2261	2262
"PbSTM21"	"barseq_0013"	"PBANKA_143520"	22487	"PbGEM-067210"	6406	779
"PbSTM21"	"barseq_0013"	"PBANKA_143660"	22413	"PbGEM-079278"	811	4508
"PbSTM21"	"barseq_0013"	"PBANKA_144210"	22488	"PbGEM-068269"	5112	784
"PbSTM21"	"barseq_0013"	"PBANKA_144380"	21828	"PbGEM-068513"	401	4547
"PbSTM21"	"barseq_0013"	"PBANKA_145770"	22522	"PbGEM-080757"	2616	2865
"PbSTM21"	"barseq_0013"	"PBANKA_146130"	22517	"PbGEM-080906"	1832	6331
						
"PbSTM22"	"barseq_0014"	"PBANKA_011250"	144587	"PbGEM-227922"	6211	401
"PbSTM22"	"barseq_0014"	"PBANKA_020850"	23317	"PbGEM-007823"	2093	2417
"PbSTM22"	"barseq_0014"	"PBANKA_030070"	144633	"PbGEM-227516"	1328	1736
"PbSTM22"	"barseq_0014"	"PBANKA_030960"	23247	"PbGEM-010018"	5772	872
"PbSTM22"	"barseq_0014"	"PBANKA_040730"	23344	"PbGEM-011857"	6898	1051
"PbSTM22"	"barseq_0014"	"PBANKA_041065"	22549	"PbGEM-084632"	893	5649
"PbSTM22"	"barseq_0014"	"PBANKA_050350"	23393	"PbGEM-013945"	401	4188
"PbSTM22"	"barseq_0014"	"PBANKA_052230"	23329	"PbGEM-016675"	2561	5857
"PbSTM22"	"barseq_0014"	"PBANKA_060430"	23521	"PbGEM-017587"	2555	4236
"PbSTM22"	"barseq_0014"	"PBANKA_060620"	23433	"PbGEM-087185"	1920	3080
"PbSTM22"	"barseq_0014"	"PBANKA_061240"	23468	"PbGEM-087565"	5997	401
"PbSTM22"	"barseq_0014"	"PBANKA_062030"	23412	"PbGEM-019862"	8500	1521
"PbSTM22"	"barseq_0014"	"PBANKA_062240"	23477	"PbGEM-088353"	1122	4299
"PbSTM22"	"barseq_0014"	"PBANKA_062270"	143134	"PbGEM-235866"	1714	5114
"PbSTM22"	"barseq_0014"	"PBANKA_070330"	143191	"PbGEM-233516"	971	4276
"PbSTM22"	"barseq_0014"	"PBANKA_070470"	23392	"PbGEM-020924"	6053	561
"PbSTM22"	"barseq_0014"	"PBANKA_070620"	144676	"PbGEM-234172"	2335	4066
"PbSTM22"	"barseq_0014"	"PBANKA_070660"	144656	"PbGEM-234257"	401	4263
"PbSTM22"	"barseq_0014"	"PBANKA_071130"	23332	"PbGEM-021910"	895	4245
"PbSTM22"	"barseq_0014"	"PBANKA_071220"	144708	"PbGEM-235245"	457	4063
"PbSTM22"	"barseq_0014"	"PBANKA_071430"	23336	"PbGEM-022313"	7307	808
"PbSTM22"	"barseq_0014"	"PBANKA_072090"	144750	"PbGEM-237100"	2169	4214
"PbSTM22"	"barseq_0014"	"PBANKA_080720"	144780	"PbGEM-236591"	4229	1921
"PbSTM22"	"barseq_0014"	"PBANKA_080960"	144626	"PbGEM-237098"	401	1376
"PbSTM22"	"barseq_0014"	"PBANKA_081700"	144679	"PbGEM-238732"	4397	401
"PbSTM22"	"barseq_0014"	"PBANKA_082890"	23323	"PbGEM-027163"	3539	2184
"PbSTM22"	"barseq_0014"	"PBANKA_091360"	23426	"PbGEM-093235"	926	4290
"PbSTM22"	"barseq_0014"	"PBANKA_091600"	22551	"PbGEM-093381"	2500	1825
"PbSTM22"	"barseq_0014"	"PBANKA_091670"	23424	"PbGEM-093488"	4876	1713
"PbSTM22"	"barseq_0014"	"PBANKA_093080"	23417	"PbGEM-032387"	2553	4195
"PbSTM22"	"barseq_0014"	"PBANKA_094340"	23466	"PbGEM-095192"	564	2177
"PbSTM22"	"barseq_0014"	"PBANKA_100790"	23364	"PbGEM-035437"	8522	647
"PbSTM22"	"barseq_0014"	"PBANKA_101800"	23386	"PbGEM-036911"	1347	4524
"PbSTM22"	"barseq_0014"	"PBANKA_101830"	143209	"PbGEM-263324"	1466	3927
"PbSTM22"	"barseq_0014"	"PBANKA_102030"	23407	"PbGEM-037288"	5764	1387
"PbSTM22"	"barseq_0014"	"PBANKA_102600"	144593	"PbGEM-263908"	2877	4067
"PbSTM22"	"barseq_0014"	"PBANKA_102630"	23470	"PbGEM-097088"	1375	4178
"PbSTM22"	"barseq_0014"	"PBANKA_103240"	23401	"PbGEM-038941"	401	4694
"PbSTM22"	"barseq_0014"	"PBANKA_110930"	23484	"PbGEM-098697"	8906	2564
"PbSTM22"	"barseq_0014"	"PBANKA_111060"	23322	"PbGEM-041538"	6745	663
"PbSTM22"	"barseq_0014"	"PBANKA_111430"	23406	"PbGEM-042088"	686	3912
"PbSTM22"	"barseq_0014"	"PBANKA_112100"	23446	"PbGEM-099377"	3391	632
"PbSTM22"	"barseq_0014"	"PBANKA_112470"	23428	"PbGEM-099647"	4034	931
"PbSTM22"	"barseq_0014"	"PBANKA_112530"	23389	"PbGEM-043631"	806	10887
"PbSTM22"	"barseq_0014"	"PBANKA_113230"	23472	"PbGEM-100268"	401	5640
"PbSTM22"	"barseq_0014"	"PBANKA_113740"	23476	"PbGEM-100629"	1364	11930
"PbSTM22"	"barseq_0014"	"PBANKA_113860"	144589	"PbGEM-247164"	6269	1090
"PbSTM22"	"barseq_0014"	"PBANKA_113890"	23400	"PbGEM-045551"	1971	1407
"PbSTM22"	"barseq_0014"	"PBANKA_120310"	144864	"PbGEM-250526"	7533	644
"PbSTM22"	"barseq_0014"	"PBANKA_121830"	143110	"PbGEM-248816"	4618	2295
"PbSTM22"	"barseq_0014"	"PBANKA_122440"	23287	"PbGEM-120990"	6450	748
"PbSTM22"	"barseq_0014"	"PBANKA_123320"	23462	"PbGEM-103538"	1958	3191
"PbSTM22"	"barseq_0014"	"PBANKA_123360"	23394	"PbGEM-051214"	592	5310
"PbSTM22"	"barseq_0014"	"PBANKA_124100"	23307	"PbGEM-052172"	401	7151
"PbSTM22"	"barseq_0014"	"PBANKA_124490"	144677	"PbGEM-262020"	2447	4045
"PbSTM22"	"barseq_0014"	"PBANKA_124670"	23326	"PbGEM-052974"	5292	3009
"PbSTM22"	"barseq_0014"	"PBANKA_130450"	23339	"PbGEM-053684"	4924	1448
"PbSTM22"	"barseq_0014"	"PBANKA_131530"	23373	"PbGEM-055262"	1874	9636
"PbSTM22"	"barseq_0014"	"PBANKA_132610"	22603	"PbGEM-106217"	401	13183
"PbSTM22"	"barseq_0014"	"PBANKA_132940"	23442	"PbGEM-106474"	976	6637
"PbSTM22"	"barseq_0014"	"PBANKA_134250"	144931	"PbGEM-253484"	401	2561
"PbSTM22"	"barseq_0014"	"PBANKA_134450"	143119	"PbGEM-254304"	2177	401
"PbSTM22"	"barseq_0014"	"PBANKA_134630"	23380	"PbGEM-059519"	2635	5139
"PbSTM22"	"barseq_0014"	"PBANKA_134810"	144911	"PbGEM-249387"	4735	1769
"PbSTM22"	"barseq_0014"	"PBANKA_135210"	22606	"PbGEM-108076"	2329	8168
"PbSTM22"	"barseq_0014"	"PBANKA_135250"	23383	"PbGEM-060427"	700	4431
"PbSTM22"	"barseq_0014"	"PBANKA_135790"	23398	"PbGEM-061170"	1299	5448
"PbSTM22"	"barseq_0014"	"PBANKA_135920"	143220	"PbGEM-253702"	584	11251
"PbSTM22"	"barseq_0014"	"PBANKA_136040"	144591	"PbGEM-254107"	401	7129
"PbSTM22"	"barseq_0014"	"PBANKA_136150"	23312	"PbGEM-061725"	5501	401
"PbSTM22"	"barseq_0014"	"PBANKA_136320"	23469	"PbGEM-108933"	1059	4803
"PbSTM22"	"barseq_0014"	"PBANKA_140790"	23445	"PbGEM-109573"	2229	2616
"PbSTM22"	"barseq_0014"	"PBANKA_141540"	23438	"PbGEM-110157"	7890	962
"PbSTM22"	"barseq_0014"	"PBANKA_141810"	23349	"PbGEM-064794"	2891	1025
"PbSTM22"	"barseq_0014"	"PBANKA_142690"	143132	"PbGEM-254316"	3002	1021
"PbSTM22"	"barseq_0014"	"PBANKA_142920"	23447	"PbGEM-111063"	6477	1521
"PbSTM22"	"barseq_0014"	"PBANKA_143030"	22599	"PbGEM-111148"	9992	1198
"PbSTM22"	"barseq_0014"	"PBANKA_143060"	23334	"PbGEM-066521"	866	6794
"PbSTM22"	"barseq_0014"	"PBANKA_143140"	144637	"PbGEM-255828"	1396	3587
"PbSTM22"	"barseq_0014"	"PBANKA_143310"	143120	"PbGEM-256196"	5422	2222
"PbSTM22"	"barseq_0014"	"PBANKA_143440"	23432	"PbGEM-111449"	3255	2211
"PbSTM22"	"barseq_0014"	"PBANKA_143630"	23327	"PbGEM-067386"	2074	4102
"PbSTM22"	"barseq_0014"	"PBANKA_144480"	23439	"PbGEM-079841"	5553	1235
"PbSTM22"	"barseq_0014"	"PBANKA_144600"	23409	"PbGEM-068823"	615	5440
"PbSTM22"	"barseq_0014"	"PBANKA_144900"	23350	"PbGEM-069268"	4388	1430
"PbSTM22"	"barseq_0014"	"PBANKA_145910"	144654	"PbGEM-258884"	4251	1492
"PbSTM22"	"barseq_0014"	"PBANKA_145990"	23403	"PbGEM-070907"	4591	1324
						
"PbSTM23"	"barseq_0015"	"PBANKA_010080"	144231	"PbGEM-266060"	3695	1174
"PbSTM23"	"barseq_0015"	"PBANKA_010150"	143279	"PbGEM-226693"	1459	3628
"PbSTM23"	"barseq_0015"	"PBANKA_010600"	134445	"PbGEM-327699"	1001	3060
"PbSTM23"	"barseq_0015"	"PBANKA_010620"	134452	"PbGEM-327715"	1001	4196
"PbSTM23"	"barseq_0015"	"PBANKA_010940"	152430	"PbGEM-267115"	746	5359
"PbSTM23"	"barseq_0015"	"PBANKA_011160"	152418	"PbGEM-267395"	4006	1632
"PbSTM23"	"barseq_0015"	"PBANKA_021390"	144298	"PbGEM-227253"	742	8477
"PbSTM23"	"barseq_0015"	"PBANKA_030540"	152402	"PbGEM-328483"	3092	1001
"PbSTM23"	"barseq_0015"	"PBANKA_031160"	134239	"PbGEM-270730"	1593	1420
"PbSTM23"	"barseq_0015"	"PBANKA_040470"	134238	"PbGEM-328843"	1001	5958
"PbSTM23"	"barseq_0015"	"PBANKA_040830"	152393	"PbGEM-328971"	1001	1001
"PbSTM23"	"barseq_0015"	"PBANKA_041360"	144267	"PbGEM-272730"	6167	649
"PbSTM23"	"barseq_0015"	"PBANKA_041490"	144464	"PbGEM-272922"	5521	1825
"PbSTM23"	"barseq_0015"	"PBANKA_041570"	144224	"PbGEM-273018"	984	3662
"PbSTM23"	"barseq_0015"	"PBANKA_041710"	134335	"PbGEM-329163"	5205	1001
"PbSTM23"	"barseq_0015"	"PBANKA_050410"	144294	"PbGEM-273986"	6707	1806
"PbSTM23"	"barseq_0015"	"PBANKA_050610"	144214	"PbGEM-274202"	929	2869
"PbSTM23"	"barseq_0015"	"PBANKA_051990"	144476	"PbGEM-276178"	1233	6827
"PbSTM23"	"barseq_0015"	"PBANKA_060120"	144215	"PbGEM-276866"	3443	401
"PbSTM23"	"barseq_0015"	"PBANKA_060660"	152409	"PbGEM-330043"	1001	4056
"PbSTM23"	"barseq_0015"	"PBANKA_061260"	152062	"PbGEM-278250"	2987	3030
"PbSTM23"	"barseq_0015"	"PBANKA_061570"	134256	"PbGEM-330283"	1001	1001
"PbSTM23"	"barseq_0015"	"PBANKA_070740"	142643	"PbGEM-234393"	1354	6596
"PbSTM23"	"barseq_0015"	"PBANKA_071020"	152154	"PbGEM-281330"	1603	4031
"PbSTM23"	"barseq_0015"	"PBANKA_071790"	134358	"PbGEM-282194"	3895	1142
"PbSTM23"	"barseq_0015"	"PBANKA_072070"	134264	"PbGEM-331075"	1001	2956
"PbSTM23"	"barseq_0015"	"PBANKA_080070"	152395	"PbGEM-331163"	1001	1181
"PbSTM23"	"barseq_0015"	"PBANKA_080900"	142542	"PbGEM-236932"	1241	3557
"PbSTM23"	"barseq_0015"	"PBANKA_080950"	134241	"PbGEM-331475"	4511	1001
"PbSTM23"	"barseq_0015"	"PBANKA_081180"	144544	"PbGEM-237576"	1553	5194
"PbSTM23"	"barseq_0015"	"PBANKA_082740"	143288	"PbGEM-259700"	401	2512
"PbSTM23"	"barseq_0015"	"PBANKA_083250"	144225	"PbGEM-286362"	3113	1557
"PbSTM23"	"barseq_0015"	"PBANKA_083330"	143307	"PbGEM-260164"	5003	759
"PbSTM23"	"barseq_0015"	"PBANKA_090180"	152403	"PbGEM-332211"	1001	3165
"PbSTM23"	"barseq_0015"	"PBANKA_090420"	143382	"PbGEM-260676"	1456	4256
"PbSTM23"	"barseq_0015"	"PBANKA_090520"	134360	"PbGEM-287586"	4096	1566
"PbSTM23"	"barseq_0015"	"PBANKA_090850"	144230	"PbGEM-237320"	4455	401
"PbSTM23"	"barseq_0015"	"PBANKA_090920"	152401	"PbGEM-332411"	1001	2816
"PbSTM23"	"barseq_0015"	"PBANKA_090980"	144218	"PbGEM-288170"	1362	2766
"PbSTM23"	"barseq_0015"	"PBANKA_091530"	134548	"PbGEM-332611"	5150	1001
"PbSTM23"	"barseq_0015"	"PBANKA_093210"	143401	"PbGEM-239370"	5443	1135
"PbSTM23"	"barseq_0015"	"PBANKA_093360"	144473	"PbGEM-291200"	1533	6359
"PbSTM23"	"barseq_0015"	"PBANKA_094230"	143404	"PbGEM-241876"	401	5770
"PbSTM23"	"barseq_0015"	"PBANKA_100230"	152021	"PbGEM-333427"	1001	1001
"PbSTM23"	"barseq_0015"	"PBANKA_100870"	134245	"PbGEM-333619"	1001	6444
"PbSTM23"	"barseq_0015"	"PBANKA_100990"	143290	"PbGEM-262724"	844	4042
"PbSTM23"	"barseq_0015"	"PBANKA_101480"	144322	"PbGEM-263084"	4262	549
"PbSTM23"	"barseq_0015"	"PBANKA_103080"	152322	"PbGEM-296470"	1412	5891
"PbSTM23"	"barseq_0015"	"PBANKA_103170"	152142	"PbGEM-334339"	1001	6836
"PbSTM23"	"barseq_0015"	"PBANKA_103450"	152330	"PbGEM-296942"	6892	1769
"PbSTM23"	"barseq_0015"	"PBANKA_103620"	142060	"PbGEM-264132"	6638	662
"PbSTM23"	"barseq_0015"	"PBANKA_103910"	152413	"PbGEM-334587"	4402	1001
"PbSTM23"	"barseq_0015"	"PBANKA_110200"	152211	"PbGEM-297989"	1517	3533
"PbSTM23"	"barseq_0015"	"PBANKA_110330"	144541	"PbGEM-298173"	5417	1215
"PbSTM23"	"barseq_0015"	"PBANKA_110900"	144515	"PbGEM-246641"	4075	942
"PbSTM23"	"barseq_0015"	"PBANKA_111390"	152344	"PbGEM-335067"	1001	7092
"PbSTM23"	"barseq_0015"	"PBANKA_111500"	144241	"PbGEM-299539"	4895	401
"PbSTM23"	"barseq_0015"	"PBANKA_111680"	144286	"PbGEM-299731"	2165	5655
"PbSTM23"	"barseq_0015"	"PBANKA_114030"	152394	"PbGEM-335899"	1001	1001
"PbSTM23"	"barseq_0015"	"PBANKA_114280"	144420	"PbGEM-303042"	898	4094
"PbSTM23"	"barseq_0015"	"PBANKA_120290"	152115	"PbGEM-303882"	2130	1322
"PbSTM23"	"barseq_0015"	"PBANKA_120400"	152427	"PbGEM-336155"	1001	5040
"PbSTM23"	"barseq_0015"	"PBANKA_121020"	144243	"PbGEM-304874"	4541	863
"PbSTM23"	"barseq_0015"	"PBANKA_121510"	144213	"PbGEM-305634"	3392	401
"PbSTM23"	"barseq_0015"	"PBANKA_121810"	152023	"PbGEM-336595"	1001	2799
"PbSTM23"	"barseq_0015"	"PBANKA_123220"	141597	"PbGEM-307882"	10557	401
"PbSTM23"	"barseq_0015"	"PBANKA_123240"	134343	"PbGEM-307922"	4556	2079
"PbSTM23"	"barseq_0015"	"PBANKA_123640"	144159	"PbGEM-261452"	895	3131
"PbSTM23"	"barseq_0015"	"PBANKA_124250"	143226	"PbGEM-261844"	7080	2662
"PbSTM23"	"barseq_0015"	"PBANKA_124360"	152246	"PbGEM-337283"	4221	1001
"PbSTM23"	"barseq_0015"	"PBANKA_131910"	134355	"PbGEM-337899"	1001	7665
"PbSTM23"	"barseq_0015"	"PBANKA_132790"	144222	"PbGEM-313645"	1427	3130
"PbSTM23"	"barseq_0015"	"PBANKA_134050"	152396	"PbGEM-338563"	1001	1498
"PbSTM23"	"barseq_0015"	"PBANKA_134150"	144458	"PbGEM-315365"	6534	599
"PbSTM23"	"barseq_0015"	"PBANKA_135460"	152126	"PbGEM-338923"	1001	4937
"PbSTM23"	"barseq_0015"	"PBANKA_141230"	152432	"PbGEM-320083"	1435	4776
"PbSTM23"	"barseq_0015"	"PBANKA_141330"	142841	"PbGEM-264796"	2737	5835
"PbSTM23"	"barseq_0015"	"PBANKA_142210"	134240	"PbGEM-321267"	3416	1489
"PbSTM23"	"barseq_0015"	"PBANKA_143090"	144252	"PbGEM-322203"	1827	4144
"PbSTM23"	"barseq_0015"	"PBANKA_143360"	152141	"PbGEM-322619"	2589	5068
"PbSTM23"	"barseq_0015"	"PBANKA_143590"	152218	"PbGEM-322939"	4251	1594
"PbSTM23"	"barseq_0015"	"PBANKA_143920"	144402	"PbGEM-323379"	3066	796
"PbSTM23"	"barseq_0015"	"PBANKA_145070"	144228	"PbGEM-324875"	2523	2232
"PbSTM23"	"barseq_0015"	"PBANKA_145690"	143082	"PbGEM-265676"	401	8605
"PbSTM23"	"barseq_0015"	"PBANKA_145830"	144259	"PbGEM-258806"	4794	1738
"PbSTM23"	"barseq_0015"	"PBANKA_145950"	144264	"PbGEM-325987"	4980	1754
"PbSTM23"	"barseq_0015"	"PBANKA_146110"	144426	"PbGEM-326131"	1113	4147
						
"PbSTM24"	"barseq_0016"	"PBANKA_010260"	182615	"PbGEM-327571"	3000	1001
"PbSTM24"	"barseq_0016"	"PBANKA_010630"	182513	"PbGEM-327723"	1016	1964
"PbSTM24"	"barseq_0016"	"PBANKA_010820"	152433	"PbGEM-327787"	5211	1001
"PbSTM24"	"barseq_0016"	"PBANKA_030140"	152442	"PbGEM-328363"	5446	1001
"PbSTM24"	"barseq_0016"	"PBANKA_030450"	182545	"PbGEM-328427"	1001	4170
"PbSTM24"	"barseq_0016"	"PBANKA_030770"	152527	"PbGEM-270187"	1395	4848
"PbSTM24"	"barseq_0016"	"PBANKA_040390"	182280	"PbGEM-271610"	7328	1178
"PbSTM24"	"barseq_0016"	"PBANKA_040440"	182479	"PbGEM-271634"	5122	4152
"PbSTM24"	"barseq_0016"	"PBANKA_040640"	182334	"PbGEM-328923"	1001	2898
"PbSTM24"	"barseq_0016"	"PBANKA_041590"	152479	"PbGEM-273050"	1703	6432
"PbSTM24"	"barseq_0016"	"PBANKA_041780"	154268	"PbGEM-273282"	1429	4658
"PbSTM24"	"barseq_0016"	"PBANKA_050720"	152691	"PbGEM-274330"	3678	1619
"PbSTM24"	"barseq_0016"	"PBANKA_051270"	152459	"PbGEM-275114"	2458	4720
"PbSTM24"	"barseq_0016"	"PBANKA_051390"	182370	"PbGEM-329643"	1001	4616
"PbSTM24"	"barseq_0016"	"PBANKA_061640"	152460	"PbGEM-278858"	6000	1233
"PbSTM24"	"barseq_0016"	"PBANKA_062020"	152437	"PbGEM-279442"	3912	2363
"PbSTM24"	"barseq_0016"	"PBANKA_070200"	154272	"PbGEM-330539"	5286	1001
"PbSTM24"	"barseq_0016"	"PBANKA_070600"	152522	"PbGEM-330691"	1001	5046
"PbSTM24"	"barseq_0016"	"PBANKA_070850"	152500	"PbGEM-330747"	1001	3879
"PbSTM24"	"barseq_0016"	"PBANKA_071270"	182361	"PbGEM-330859"	4367	1001
"PbSTM24"	"barseq_0016"	"PBANKA_071310"	182331	"PbGEM-330875"	1001	2860
"PbSTM24"	"barseq_0016"	"PBANKA_072040"	152551	"PbGEM-282530"	5806	1359
"PbSTM24"	"barseq_0016"	"PBANKA_072080"	152504	"PbGEM-282562"	4257	1031
"PbSTM24"	"barseq_0016"	"PBANKA_080250"	182447	"PbGEM-283042"	1789	3091
"PbSTM24"	"barseq_0016"	"PBANKA_080640"	152485	"PbGEM-283538"	1642	6813
"PbSTM24"	"barseq_0016"	"PBANKA_081400"	182289	"PbGEM-284306"	7880	1105
"PbSTM24"	"barseq_0016"	"PBANKA_081510"	182348	"PbGEM-284458"	3484	1060
"PbSTM24"	"barseq_0016"	"PBANKA_082160"	182448	"PbGEM-285114"	1898	3006
"PbSTM24"	"barseq_0016"	"PBANKA_083290"	182371	"PbGEM-286410"	2113	3523
"PbSTM24"	"barseq_0016"	"PBANKA_090260"	182341	"PbGEM-332267"	1001	3253
"PbSTM24"	"barseq_0016"	"PBANKA_090840"	182418	"PbGEM-288058"	1537	1165
"PbSTM24"	"barseq_0016"	"PBANKA_090860"	154296	"PbGEM-288074"	1740	5742
"PbSTM24"	"barseq_0016"	"PBANKA_091150"	154258	"PbGEM-332491"	4890	1001
"PbSTM24"	"barseq_0016"	"PBANKA_091240"	182292	"PbGEM-332523"	1001	8164
"PbSTM24"	"barseq_0016"	"PBANKA_091910"	152722	"PbGEM-289441"	5109	1361
"PbSTM24"	"barseq_0016"	"PBANKA_091940"	182553	"PbGEM-332699"	1001	4517
"PbSTM24"	"barseq_0016"	"PBANKA_092170"	182622	"PbGEM-332739"	1001	3403
"PbSTM24"	"barseq_0016"	"PBANKA_092510"	154301	"PbGEM-289985"	5819	2062
"PbSTM24"	"barseq_0016"	"PBANKA_092890"	182284	"PbGEM-332923"	1001	7673
"PbSTM24"	"barseq_0016"	"PBANKA_092940"	152546	"PbGEM-290680"	1008	6078
"PbSTM24"	"barseq_0016"	"PBANKA_093100"	152584	"PbGEM-290856"	1837	1080
"PbSTM24"	"barseq_0016"	"PBANKA_093190"	154269	"PbGEM-290936"	4092	2016
"PbSTM24"	"barseq_0016"	"PBANKA_093200"	182365	"PbGEM-333019"	4420	1001
"PbSTM24"	"barseq_0016"	"PBANKA_093280"	182439	"PbGEM-291056"	1367	3157
"PbSTM24"	"barseq_0016"	"PBANKA_093380"	152454	"PbGEM-291216"	6056	1057
"PbSTM24"	"barseq_0016"	"PBANKA_100520"	182483	"PbGEM-293248"	1329	8109
"PbSTM24"	"barseq_0016"	"PBANKA_101210"	152472	"PbGEM-333755"	1001	6706
"PbSTM24"	"barseq_0016"	"PBANKA_103580"	152564	"PbGEM-297102"	6048	1627
"PbSTM24"	"barseq_0016"	"PBANKA_103970"	152548	"PbGEM-297582"	5412	1711
"PbSTM24"	"barseq_0016"	"PBANKA_110990"	182299	"PbGEM-298997"	3454	6129
"PbSTM24"	"barseq_0016"	"PBANKA_111610"	182295	"PbGEM-299651"	1644	7686
"PbSTM24"	"barseq_0016"	"PBANKA_112010"	182435	"PbGEM-335251"	3350	1001
"PbSTM24"	"barseq_0016"	"PBANKA_112410"	154267	"PbGEM-300723"	4793	1284
"PbSTM24"	"barseq_0016"	"PBANKA_112920"	152514	"PbGEM-335547"	4705	1001
"PbSTM24"	"barseq_0016"	"PBANKA_113280"	152478	"PbGEM-335707"	7086	1001
"PbSTM24"	"barseq_0016"	"PBANKA_113650"	182304	"PbGEM-335811"	8940	1001
"PbSTM24"	"barseq_0016"	"PBANKA_113880"	182525	"PbGEM-335867"	3179	1001
"PbSTM24"	"barseq_0016"	"PBANKA_114560"	152586	"PbGEM-303418"	2594	1041
"PbSTM24"	"barseq_0016"	"PBANKA_120160"	152573	"PbGEM-336099"	7166	1001
"PbSTM24"	"barseq_0016"	"PBANKA_120180"	182510	"PbGEM-303714"	1006	1655
"PbSTM24"	"barseq_0016"	"PBANKA_120740"	152606	"PbGEM-336259"	1001	4696
"PbSTM24"	"barseq_0016"	"PBANKA_121140"	152499	"PbGEM-336355"	1001	3764
"PbSTM24"	"barseq_0016"	"PBANKA_121180"	182338	"PbGEM-336371"	3122	1001
"PbSTM24"	"barseq_0016"	"PBANKA_121210"	182290	"PbGEM-305202"	2248	6742
"PbSTM24"	"barseq_0016"	"PBANKA_121220"	152441	"PbGEM-305242"	4337	2098
"PbSTM24"	"barseq_0016"	"PBANKA_121290"	152508	"PbGEM-305298"	1890	3578
"PbSTM24"	"barseq_0016"	"PBANKA_130340"	182421	"PbGEM-310399"	1074	2138
"PbSTM24"	"barseq_0016"	"PBANKA_130430"	182449	"PbGEM-337499"	1001	3948
